Country,Indicator,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Brazil,General government structural balance,National currency,,-44.393,-56.29,-74.16,-51.272,-57.193,-59.894,-57.957,-86.206,-92.253,-169.608,-162.106,-143.046,-247.529,-399.776,-495.561,-389.731,-486.553,-446.933,-351.582,-801.41,-290.797,-624.275,-857.151
Brazil,General government structural balance,Percent of potential GDP,,-3.305,-3.698,-4.129,-2.558,-2.562,-2.423,-2.125,-2.808,-2.713,-4.471,-3.849,-3.084,-4.889,-7.243,-8.288,-6.003,-7.179,-6.261,-4.688,-10.169,-3.245,-6.306,-8.165
Brazil,General government primary net lending/borrowing,National currency,,33.14,43.329,52.754,70.202,77.377,71.239,90.017,102.357,64.077,77.192,136.574,139.221,105.124,-18.093,-22.576,-100.292,-144.949,-67.027,-24.783,-598.031,176.708,212.7,-131.802
Brazil,General government primary net lending/borrowing,Percent of GDP,,2.519,2.91,3.071,3.586,3.565,2.957,3.309,3.291,1.922,1.986,3.121,2.892,1.972,-0.313,-0.377,-1.6,-2.201,-0.957,-0.335,-7.859,1.986,2.145,-1.242
Brazil,General government net debt,National currency,,677.431,892.292,932.138,982.509,1040.05,1120.05,1211.76,1168.24,1362.71,1475.82,1508.55,1550.08,1626.34,1883.15,2136.89,2892.91,3382.94,3695.84,4041.77,4670.0,4966.92,5658.02,6440.87
Brazil,General government net debt,Percent of GDP,,51.486,59.934,54.259,50.186,47.915,46.486,44.546,37.566,40.885,37.979,34.47,32.194,30.504,32.586,35.64,46.144,51.37,52.766,54.699,61.37,55.816,57.063,60.671
Brazil,General government gross debt,National currency,745.807,885.907,1132.89,1228.57,1331.76,1453.61,1556.48,1714.44,1910.04,2156.53,2426.06,2653.56,2966.58,3177.36,3560.83,4300.76,4853.85,5449.15,5937.9,6437.3,7305.73,8014.88,8460.76,9351.0
Brazil,General government gross debt,Percent of GDP,62.198,67.331,76.095,71.514,68.025,66.969,64.599,63.025,61.42,64.702,62.433,60.634,61.614,59.595,61.617,71.73,77.422,82.745,84.777,87.118,96.007,90.068,85.33,88.083
Brazil,"Gross domestic product corresponding to fiscal year, current prices",National currency,1199.09,1315.76,1488.79,1717.95,1957.75,2170.58,2409.45,2720.26,3109.8,3333.04,3885.85,4376.38,4814.76,5331.62,5778.95,5995.79,6269.33,6585.48,7004.14,7389.13,7609.6,8898.73,9915.32,10616.15
Brazil,Current account balance,U.S. dollars,-26.531,-24.89,-9.407,2.193,8.959,11.679,10.774,-2.754,-35.602,-29.328,-86.718,-83.576,-92.678,-88.384,-110.493,-63.409,-30.529,-25.337,-54.794,-68.022,-28.208,-46.358,-53.62,-40.598
Brazil,Current account balance,Percent of GDP,-4.048,-4.445,-1.845,0.393,1.339,1.31,0.973,-0.197,-2.099,-1.757,-3.926,-3.197,-3.761,-3.576,-4.499,-3.523,-1.699,-1.228,-2.858,-3.631,-1.911,-2.81,-2.793,-1.909
Brunei Darussalam,"Gross domestic product, constant prices",National currency,16.323,16.771,17.42,17.926,18.016,18.086,18.881,18.91,18.544,18.216,18.69,19.39,19.567,19.151,18.671,18.595,18.137,18.378,18.387,19.099,19.315,19.008,18.698,18.555
Brunei Darussalam,"Gross domestic product, constant prices",Percent change,2.85,2.745,3.871,2.904,0.504,0.388,4.397,0.154,-1.939,-1.765,2.599,3.744,0.913,-2.125,-2.508,-0.405,-2.465,1.329,0.052,3.869,1.134,-1.591,-1.628,-0.768
Brunei Darussalam,"Gross domestic product, current prices",National currency,11.464,11.12,11.594,12.659,14.743,17.578,20.195,20.453,22.602,17.298,18.69,23.303,23.802,22.639,21.664,17.778,15.748,16.748,18.301,18.375,16.564,18.822,23.003,20.321
Brunei Darussalam,"Gross domestic product, current prices",U.S. dollars,6.65,6.206,6.475,7.266,8.723,10.561,12.71,13.571,15.949,11.892,13.707,18.525,19.048,18.094,17.098,12.93,11.4,12.128,13.567,13.469,12.006,14.006,16.682,15.153
Brunei Darussalam,"Gross domestic product, current prices",Purchasing power parity; international dollars,22.11,23.229,24.504,25.713,26.537,27.475,29.568,30.414,30.396,30.051,31.203,33.044,35.21,33.885,33.344,25.949,23.633,25.891,26.527,28.048,28.736,29.549,31.104,32.0
Brunei Darussalam,"Gross domestic product, deflator",Index,70.234,66.306,66.554,70.617,81.836,97.193,106.959,108.158,121.885,94.96,100.0,120.181,121.647,118.213,116.03,95.607,86.829,91.131,99.53,96.212,85.759,99.023,123.023,109.519
Brunei Darussalam,"Gross domestic product per capita, constant prices",National currency,50254.03,50385.68,51219.58,51748.21,51138.18,50448.73,51800.19,51108.65,49449.47,47925.13,48319.03,49290.75,49076.25,47485.52,45806.25,45089.65,43466.21,43099.26,42114.4,42347.05,43718.91,43129.36,42426.98,42100.96
Brunei Darussalam,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,70799.88,70985.35,72160.19,72904.94,72045.5,71074.18,72978.17,72003.9,69666.38,67518.83,68073.77,69442.77,69140.57,66899.49,64533.66,63524.09,61236.93,60719.95,59332.45,59660.2,61592.94,60762.36,59772.82,59313.51
Brunei Darussalam,"Gross domestic product per capita, current prices",National currency,35295.19,33408.53,34088.89,36543.24,41849.23,49032.65,55404.9,55277.88,60271.68,45509.61,48319.03,59238.08,59699.77,56133.85,53149.15,43108.65,37741.16,39276.92,41916.31,40742.76,37493.07,42707.94,52194.85,46108.75
Brunei Darussalam,"Gross domestic product per capita, current prices",U.S. dollars,20473.28,18646.04,19037.81,20975.54,24759.51,29459.7,34869.24,36678.27,42529.7,31287.34,35437.25,47092.35,47776.37,44865.24,41947.49,31353.78,27322.0,28443.17,31074.01,29865.28,27174.73,31781.3,37850.98,34383.53
Brunei Darussalam,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,68072.51,69788.48,72049.22,74229.54,75323.59,76638.35,81119.55,82199.54,81056.16,79060.98,80668.91,84001.0,88311.67,84019.15,81806.01,62921.9,56638.26,60719.95,60758.93,62190.35,65042.94,67048.09,70576.41,72609.57
Brunei Darussalam,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.044,0.044,0.044,0.044,0.042,0.04,0.04,0.038,0.036,0.035,0.035,0.034,0.035,0.032,0.03,0.023,0.02,0.021,0.02,0.021,0.022,0.02,0.019,0.018
Brunei Darussalam,Implied PPP conversion rate,National currency per current international dollar,0.518,0.479,0.473,0.492,0.556,0.64,0.683,0.672,0.744,0.576,0.599,0.705,0.676,0.668,0.65,0.685,0.666,0.647,0.69,0.655,0.576,0.637,0.74,0.635
Brunei Darussalam,Total investment,Percent of GDP,22.903,13.713,33.977,24.887,22.005,17.289,14.446,18.911,20.099,26.307,23.69,26.024,32.882,39.593,27.442,35.247,34.62,34.805,41.067,38.678,40.588,31.273,25.851,30.089
Brunei Darussalam,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,"Inflation, average consumer prices",Index,94.959,95.525,93.314,93.594,94.356,95.53,95.683,96.609,98.623,99.644,100.0,100.138,100.25,100.64,100.432,99.941,99.663,98.406,99.415,99.027,100.948,102.698,106.48,108.29
Brunei Darussalam,"Inflation, average consumer prices",Percent change,1.558,0.596,-2.315,0.3,0.814,1.244,0.16,0.968,2.085,1.036,0.357,0.138,0.112,0.389,-0.207,-0.488,-0.279,-1.261,1.025,-0.391,1.94,1.733,3.683,1.7
Brunei Darussalam,"Inflation, end of period consumer prices",Index,95.46,92.491,92.257,94.05,94.891,95.939,95.633,97.487,99.322,99.847,100.032,100.196,100.234,100.391,101.626,100.211,99.582,99.124,99.118,99.389,101.376,103.593,107.0,108.819
Brunei Darussalam,"Inflation, end of period consumer prices",Percent change,1.302,-3.11,-0.253,1.943,0.894,1.105,-0.319,1.938,1.882,0.529,0.185,0.164,0.038,0.157,1.229,-1.392,-0.627,-0.46,-0.006,0.273,2.0,2.186,3.289,1.7
Brunei Darussalam,Volume of imports of goods and services,Percent change,-1.634,-0.704,12.893,-5.247,6.144,5.017,8.937,19.318,30.622,-12.753,3.757,45.065,21.095,14.575,-23.858,-16.099,-11.258,1.371,30.974,12.457,-2.952,30.573,8.523,-12.107
Brunei Darussalam,Volume of Imports of goods,Percent change,-15.445,0.348,39.944,-17.205,7.176,6.07,10.312,26.71,45.548,-20.124,13.071,46.07,9.492,18.854,-24.53,-11.563,-16.973,16.646,33.159,14.293,7.072,45.412,6.8,-15.897
Brunei Darussalam,Volume of exports of goods and services,Percent change,-5.051,12.395,-1.81,1.635,-11.692,-13.682,1.431,-8.092,0.036,10.021,-11.003,5.745,2.765,-6.937,2.357,9.828,-7.187,-7.884,-9.66,23.954,29.606,-1.96,-7.593,-4.786
Brunei Darussalam,Volume of exports of goods,Percent change,-2.287,8.475,-0.289,3.154,-12.389,-13.002,1.533,-8.768,2.32,5.484,-4.656,6.962,3.067,-7.307,1.529,4.303,-7.561,-7.09,-8.598,24.208,33.529,1.459,-7.74,-6.531
Brunei Darussalam,Unemployment rate,Percent of total labor force,,,,,,,,,,,,9.3,8.5,7.7,6.9,7.7,8.5,9.3,8.7,6.82,7.3,4.91,5.2,4.9
Brunei Darussalam,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Population,Persons,0.325,0.333,0.34,0.346,0.352,0.359,0.365,0.37,0.375,0.38,0.387,0.393,0.399,0.403,0.408,0.412,0.417,0.426,0.437,0.451,0.442,0.441,0.441,0.441
Brunei Darussalam,General government revenue,National currency,5.084,4.232,4.268,4.93,6.151,7.921,9.647,6.636,14.31,6.65,8.184,12.896,11.134,10.551,8.159,4.294,2.783,4.385,5.228,5.282,2.892,3.975,6.65,3.955
Brunei Darussalam,General government revenue,Percent of GDP,44.352,38.061,36.812,38.948,41.719,45.062,47.769,32.445,63.312,38.445,43.79,55.341,46.777,46.608,37.664,24.154,17.671,26.182,28.565,28.746,17.462,21.12,28.907,19.462
Brunei Darussalam,General government total expenditure,National currency,4.298,3.945,4.803,3.91,4.888,5.107,5.652,5.998,6.141,6.026,6.762,6.923,7.377,7.603,7.385,6.876,6.197,6.126,5.884,5.96,5.505,5.512,6.067,5.92
Brunei Darussalam,General government total expenditure,Percent of GDP,37.492,35.475,41.425,30.887,33.154,29.053,27.989,29.326,27.171,34.835,36.177,29.709,30.991,33.582,34.088,38.677,39.352,36.578,32.152,32.435,33.235,29.284,26.376,29.131
Brunei Darussalam,General government net lending/borrowing,National currency,0.786,0.287,-0.535,1.02,1.263,2.814,3.995,0.638,8.168,0.624,1.423,5.973,3.757,2.949,0.775,-2.582,-3.414,-1.741,-0.656,-0.678,-2.613,-1.537,0.582,-1.965
Brunei Darussalam,General government net lending/borrowing,Percent of GDP,6.86,2.585,-4.613,8.061,8.565,16.009,19.78,3.119,36.14,3.61,7.612,25.632,15.786,13.025,3.576,-14.523,-21.68,-10.397,-3.587,-3.689,-15.774,-8.164,2.531,-9.669
Brunei Darussalam,General government structural balance,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,General government primary net lending/borrowing,National currency,0.786,0.287,-0.535,1.02,1.263,2.814,3.995,0.638,8.168,0.624,1.423,5.973,3.757,2.949,0.775,-2.582,-3.414,-1.741,-0.656,-0.678,-2.613,-1.537,0.582,-1.965
Brunei Darussalam,General government primary net lending/borrowing,Percent of GDP,6.86,2.585,-4.613,8.061,8.565,16.009,19.78,3.119,36.14,3.61,7.612,25.632,15.786,13.025,3.576,-14.523,-21.68,-10.397,-3.587,-3.689,-15.774,-8.164,2.531,-9.669
Brunei Darussalam,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,General government gross debt,National currency,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.213,0.192,0.208,0.496,0.5,0.5,0.7,0.525,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473
Brunei Darussalam,General government gross debt,Percent of GDP,0.0,0.0,0.0,0.0,0.0,0.0,0.594,0.685,0.942,1.11,1.113,2.129,2.101,2.209,3.231,2.953,3.005,2.825,2.586,2.575,2.857,2.514,2.057,2.329
Brunei Darussalam,"Gross domestic product corresponding to fiscal year, current prices",National currency,11.464,11.12,11.594,12.659,14.743,17.578,20.195,20.453,22.602,17.298,18.69,23.303,23.802,22.639,21.664,17.778,15.748,16.748,18.301,18.375,16.564,18.822,23.003,20.321
Brunei Darussalam,Current account balance,U.S. dollars,2.998,1.951,1.756,2.484,2.882,4.033,5.229,4.828,6.939,3.977,5.016,6.43,5.684,3.778,5.251,2.157,1.47,1.984,0.93,0.89,0.542,1.572,3.264,1.603
Brunei Darussalam,Current account balance,Percent of GDP,45.089,31.441,27.116,34.188,33.042,38.183,41.145,35.579,43.508,33.445,36.596,34.711,29.838,20.881,30.709,16.679,12.894,16.362,6.853,6.606,4.518,11.22,19.567,10.578
Bulgaria,"Gross domestic product, constant prices",National currency,53.595,55.645,58.912,61.997,66.034,70.693,75.502,80.526,85.462,82.602,83.875,85.638,86.284,85.8,86.63,89.6,92.323,94.874,97.421,101.355,97.342,104.774,108.296,110.097
Bulgaria,"Gross domestic product, constant prices",Percent change,4.587,3.824,5.872,5.237,6.51,7.056,6.803,6.654,6.13,-3.347,1.542,2.101,0.755,-0.56,0.967,3.428,3.04,2.762,2.685,4.038,-3.959,7.635,3.361,1.663
Bulgaria,"Gross domestic product, current prices",National currency,28.125,30.987,34.069,36.638,41.201,47.017,53.608,63.494,72.847,73.181,74.878,81.124,82.646,82.242,84.15,89.6,95.39,102.741,109.964,120.396,120.553,139.012,165.384,185.28
Bulgaria,"Gross domestic product, current prices",U.S. dollars,13.246,14.183,16.403,21.146,26.158,29.868,34.38,44.432,54.476,52.024,50.683,57.68,54.299,55.812,57.082,50.782,53.953,59.322,66.428,68.92,70.346,84.12,89.115,103.099
Bulgaria,"Gross domestic product, current prices",Purchasing power parity; international dollars,57.562,61.109,65.706,70.511,77.118,85.149,93.747,102.688,111.072,108.042,111.027,115.715,119.29,120.943,127.263,132.052,143.072,152.4,160.254,169.716,165.125,185.715,205.404,216.499
Bulgaria,"Gross domestic product, deflator",Index,52.476,55.687,57.83,59.096,62.394,66.509,71.003,78.849,85.239,88.596,89.273,94.73,95.784,95.852,97.138,100.0,103.322,108.292,112.876,118.787,123.845,132.678,152.715,168.288
Bulgaria,"Gross domestic product per capita, constant prices",National currency,6576.5,7051.56,7508.72,7947.07,8508.33,9158.62,9831.91,10539.76,11235.34,10920.78,11176.1,11687.59,11844.8,11841.61,12028.28,12524.81,12999.9,13457.18,13917.16,14580.3,14073.85,15320.24,16796.02,17178.43
Bulgaria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,10564.18,11327.28,12061.66,12765.79,13667.37,14711.97,15793.51,16930.56,18047.91,17542.62,17952.76,18774.38,19026.92,19021.79,19321.65,20119.25,20882.41,21616.97,22355.87,23421.1,22607.56,24609.7,26980.33,27594.61
Bulgaria,"Gross domestic product per capita, current prices",National currency,3451.12,3926.79,4342.29,4696.4,5308.73,6091.3,6980.91,8310.54,9576.88,9675.34,9977.21,11071.65,11345.37,11350.47,11683.98,12524.81,13431.76,14573.07,15709.11,17319.48,17429.7,20326.6,25649.98,28909.3
Bulgaria,"Gross domestic product per capita, current prices",U.S. dollars,1625.32,1797.39,2090.68,2710.58,3370.38,3869.59,4477.03,5815.47,7161.75,6878.06,6753.34,7872.04,7454.0,7702.78,7925.69,7098.59,7596.98,8414.39,9489.66,9914.39,10170.72,12300.19,13821.21,16086.57
Bulgaria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,7063.2,7744.03,8374.62,9038.45,9936.55,11031.42,12207.8,13440.36,14602.12,14284.27,14793.94,15792.45,16375.74,16691.7,17670.06,18459.1,20145.73,21616.97,22893.35,24414.37,23873.87,27155.52,31856.86,33780.38
Bulgaria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.114,0.115,0.119,0.12,0.122,0.124,0.126,0.128,0.131,0.128,0.123,0.121,0.118,0.114,0.116,0.118,0.123,0.124,0.123,0.125,0.124,0.125,0.125,0.124
Bulgaria,Implied PPP conversion rate,National currency per current international dollar,0.489,0.507,0.519,0.52,0.534,0.552,0.572,0.618,0.656,0.677,0.674,0.701,0.693,0.68,0.661,0.679,0.667,0.674,0.686,0.709,0.73,0.749,0.805,0.856
Bulgaria,Total investment,Percent of GDP,19.046,21.351,20.529,22.074,23.433,27.74,32.056,33.606,36.925,28.538,22.521,21.359,21.886,21.009,21.507,20.993,18.954,19.806,21.214,20.998,20.336,21.074,20.739,20.677
Bulgaria,Gross national savings,Percent of GDP,15.942,17.727,19.906,18.699,19.162,18.329,16.793,9.749,14.968,20.241,20.801,21.687,21.04,22.283,22.74,20.993,22.014,23.111,22.16,22.862,20.375,19.223,20.056,20.679
Bulgaria,"Inflation, average consumer prices",Index,54.082,58.061,61.436,62.878,66.745,70.775,76.023,81.78,91.553,93.813,96.664,99.938,102.327,102.721,101.077,99.998,98.676,99.848,102.476,104.994,106.274,109.295,123.524,134.021
Bulgaria,"Inflation, average consumer prices",Percent change,10.318,7.358,5.813,2.348,6.149,6.038,7.416,7.572,11.951,2.469,3.039,3.386,2.391,0.385,-1.601,-1.067,-1.323,1.188,2.631,2.457,1.219,2.842,13.019,8.498
Bulgaria,"Inflation, end of period consumer prices",Index,57.03,59.78,62.06,65.56,68.16,73.2,77.66,86.64,92.87,94.39,98.59,100.6,103.38,102.5,100.5,99.6,99.1,100.88,103.21,106.41,106.43,113.44,129.69,135.821
Bulgaria,"Inflation, end of period consumer prices",Percent change,11.256,4.822,3.814,5.64,3.966,7.394,6.093,11.563,7.191,1.637,4.45,2.039,2.763,-0.851,-1.951,-0.896,-0.502,1.796,2.31,3.1,0.019,6.586,14.325,4.727
Bulgaria,Volume of imports of goods and services,Percent change,10.644,12.562,6.291,15.151,26.243,14.348,15.915,22.616,4.864,-21.508,-0.273,9.631,5.369,4.336,5.14,4.698,5.151,7.356,5.763,5.22,-4.933,9.292,9.424,2.636
Bulgaria,Volume of Imports of goods,Percent change,11.749,15.488,13.288,17.364,27.755,19.756,16.803,26.048,4.338,-23.233,9.535,11.947,4.585,4.994,1.526,6.064,4.416,7.01,7.452,5.344,-2.934,9.859,10.179,2.504
Bulgaria,Volume of exports of goods and services,Percent change,-17.161,1.215,8.858,6.462,24.508,9.086,7.663,19.623,2.478,-11.716,11.046,12.576,2.031,9.627,3.123,6.449,8.617,5.752,1.737,3.974,-10.285,7.811,6.92,4.37
Bulgaria,Volume of exports of goods,Percent change,15.068,17.565,18.342,13.253,39.497,11.569,8.644,42.525,3.473,-12.111,22.889,19.856,3.02,11.828,1.357,6.726,7.946,8.269,0.111,3.18,-4.405,7.497,7.611,2.929
Bulgaria,Unemployment rate,Percent of total labor force,18.134,17.514,17.416,13.857,12.192,10.177,9.022,6.935,5.664,6.878,10.306,11.35,12.379,13.038,11.524,9.233,7.666,6.23,5.273,4.275,5.207,5.346,4.243,4.6
Bulgaria,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Population,Persons,8.15,7.891,7.846,7.801,7.761,7.719,7.679,7.64,7.607,7.564,7.505,7.327,7.285,7.246,7.202,7.154,7.102,7.05,7.0,6.951,6.917,6.839,6.448,6.409
Bulgaria,General government revenue,National currency,10.273,11.123,11.74,13.104,14.916,17.03,19.15,22.985,26.359,24.088,23.054,24.435,26.516,27.735,28.129,30.951,32.671,33.733,37.865,42.013,42.028,49.745,61.899,63.962
Bulgaria,General government revenue,Percent of GDP,36.525,35.897,34.46,35.767,36.204,36.22,35.722,36.2,36.184,32.916,30.789,30.121,32.083,33.723,33.428,34.544,34.25,32.833,34.434,34.895,34.862,35.785,37.428,34.522
Bulgaria,General government total expenditure,National currency,10.443,11.303,11.949,13.103,14.26,16.002,17.423,21.026,24.369,24.714,25.877,25.923,26.874,29.175,31.202,33.437,31.203,32.888,37.73,43.165,45.559,53.655,63.246,69.193
Bulgaria,General government total expenditure,Percent of GDP,37.13,36.477,35.075,35.765,34.611,34.033,32.501,33.114,33.452,33.771,34.559,31.955,32.518,35.475,37.079,37.318,32.711,32.011,34.311,35.853,37.792,38.597,38.242,37.345
Bulgaria,General government net lending/borrowing,National currency,-0.17,-0.18,-0.209,0.001,0.656,1.028,1.727,1.96,1.99,-0.626,-2.823,-1.488,-0.359,-1.441,-3.073,-2.485,1.468,0.846,0.135,-1.152,-3.532,-3.91,-1.347,-5.231
Bulgaria,General government net lending/borrowing,Percent of GDP,-0.605,-0.58,-0.614,0.003,1.593,2.187,3.221,3.086,2.732,-0.856,-3.77,-1.834,-0.434,-1.752,-3.652,-2.774,1.539,0.823,0.123,-0.957,-2.929,-2.813,-0.815,-2.823
Bulgaria,General government structural balance,National currency,-0.034,-0.075,-0.224,0.096,0.782,1.094,1.649,1.341,0.66,-0.366,-2.629,-1.587,-0.46,-1.1,-2.588,-2.416,1.313,0.599,-0.218,-0.132,-1.744,-4.741,-1.859,-4.935
Bulgaria,General government structural balance,Percent of potential GDP,-0.12,-0.24,-0.657,0.261,1.884,2.318,3.087,2.156,0.948,-0.495,-3.483,-1.964,-0.558,-1.322,-3.026,-2.691,1.383,0.587,-0.2,-0.112,-1.39,-3.422,-1.133,-2.652
Bulgaria,General government primary net lending/borrowing,National currency,0.913,0.926,0.397,0.622,1.236,1.592,2.214,2.329,1.933,-0.427,-2.637,-1.234,-0.121,-1.077,-2.888,-2.152,1.742,1.19,0.368,-0.98,-3.384,-3.83,-1.369,-5.134
Bulgaria,General government primary net lending/borrowing,Percent of GDP,3.247,2.988,1.165,1.697,3.0,3.385,4.129,3.668,2.654,-0.583,-3.522,-1.521,-0.147,-1.31,-3.432,-2.401,1.826,1.158,0.335,-0.814,-2.807,-2.755,-0.828,-2.771
Bulgaria,General government net debt,National currency,10.327,10.745,8.969,7.915,6.665,4.266,1.227,0.049,-0.774,0.39,2.132,4.031,3.712,5.328,11.053,13.834,10.781,10.62,9.858,10.119,16.071,17.622,18.494,21.04
Bulgaria,General government net debt,Percent of GDP,36.719,34.677,26.328,21.602,16.176,9.074,2.288,0.077,-1.062,0.533,2.847,4.969,4.491,6.478,13.135,15.44,11.302,10.337,8.965,8.404,13.331,12.676,11.183,11.356
Bulgaria,General government gross debt,National currency,20.627,20.78,18.194,16.644,15.559,13.387,12.12,11.167,10.71,10.641,10.532,11.629,13.674,14.119,22.102,22.714,25.751,23.534,22.066,22.041,27.953,31.218,36.126,38.895
Bulgaria,General government gross debt,Percent of GDP,73.341,67.06,53.404,45.428,37.764,28.472,22.608,17.588,14.702,14.54,14.066,14.335,16.545,17.167,26.265,25.351,26.995,22.906,20.066,18.307,23.187,22.457,21.844,20.993
Bulgaria,"Gross domestic product corresponding to fiscal year, current prices",National currency,28.125,30.987,34.069,36.638,41.201,47.017,53.608,63.494,72.847,73.181,74.878,81.124,82.646,82.242,84.15,89.6,95.39,102.741,109.964,120.396,120.553,139.012,165.384,185.28
Bulgaria,Current account balance,U.S. dollars,-0.412,-0.514,-0.103,-0.715,-1.119,-2.816,-5.253,-10.616,-12.026,-4.326,-0.874,0.19,-0.46,0.711,0.705,,1.651,1.961,0.628,1.285,0.028,-1.557,-0.609,0.002
Bulgaria,Current account balance,Percent of GDP,-3.114,-3.625,-0.625,-3.381,-4.277,-9.428,-15.28,-23.892,-22.076,-8.315,-1.724,0.329,-0.847,1.275,1.235,,3.061,3.305,0.946,1.865,0.04,-1.851,-0.683,0.002
Burkina Faso,"Gross domestic product, constant prices",National currency,3019.81,3219.52,3359.66,3621.8,3784.0,4111.77,4368.88,4548.51,4812.32,4954.86,5373.36,5729.21,6098.9,6452.18,6731.36,6995.31,7412.09,7871.9,8391.7,8869.1,9040.4,9664.6,9807.7,10236.36
Burkina Faso,"Gross domestic product, constant prices",Percent change,1.888,6.613,4.353,7.802,4.478,8.662,6.253,4.111,5.8,2.962,8.446,6.623,6.453,5.793,4.327,3.921,5.958,6.203,6.603,5.689,1.931,6.905,1.481,4.371
Burkina Faso,"Gross domestic product, current prices",National currency,2108.16,2336.62,2512.87,2749.16,2874.88,3240.72,3420.54,3649.93,4215.34,4444.6,5002.18,5692.82,6413.11,6640.14,6884.47,6995.31,7597.39,8234.01,8825.55,9479.29,10322.33,10945.16,11784.76,12527.38
Burkina Faso,"Gross domestic product, current prices",U.S. dollars,2.961,3.19,3.62,4.74,5.449,6.15,6.548,7.627,9.45,9.44,10.118,12.078,12.569,13.444,13.947,11.833,12.817,14.176,15.896,16.179,17.96,19.748,18.934,20.785
Burkina Faso,"Gross domestic product, current prices",Purchasing power parity; international dollars,10.69,11.653,12.35,13.577,14.565,16.323,17.879,19.117,20.614,21.361,23.443,25.515,26.835,28.735,29.761,31.033,35.304,39.443,43.058,46.324,47.835,53.435,58.025,62.788
Burkina Faso,"Gross domestic product, deflator",Index,69.811,72.577,74.795,75.906,75.975,78.816,78.293,80.245,87.595,89.702,93.092,99.365,105.152,102.913,102.275,100.0,102.5,104.6,105.17,106.88,114.18,113.25,120.158,122.381
Burkina Faso,"Gross domestic product per capita, constant prices",National currency,254130.8,262823.02,265958.91,277946.11,281422.67,296319.59,305169.74,308225.42,316643.32,316603.82,333400.11,345078.14,356374.58,365844.51,370468.77,373720.69,384534.29,396851.91,411504.63,423312.95,419706.23,436432.84,430800.78,437351.67
Burkina Faso,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,1273.35,1316.9,1332.62,1392.68,1410.1,1484.74,1529.09,1544.4,1586.58,1586.38,1670.54,1729.05,1785.65,1833.1,1856.27,1872.57,1926.75,1988.47,2061.89,2121.05,2102.98,2186.79,2158.57,2191.4
Burkina Faso,"Gross domestic product per capita, current prices",National currency,177411.43,190748.2,198924.85,210977.33,213809.88,233546.16,238927.22,247334.13,277363.09,283999.64,310369.79,342886.38,374734.51,376501.55,378895.23,373720.69,394147.65,415107.1,432779.42,452436.88,479220.57,494260.19,517642.68,535236.12
Burkina Faso,"Gross domestic product per capita, current prices",U.S. dollars,249.18,260.445,286.551,363.727,405.267,443.189,457.366,516.811,621.822,603.222,627.783,727.484,734.438,762.315,767.569,632.191,664.926,714.64,779.509,772.227,833.783,891.781,831.658,888.029
Burkina Faso,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,899.584,951.313,977.668,1041.9,1083.25,1176.36,1248.88,1295.47,1356.37,1364.89,1454.58,1536.81,1568.07,1629.32,1637.93,1657.92,1831.57,1988.47,2111.46,2211.01,2220.78,2413.01,2548.72,2682.63
Burkina Faso,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.021,0.022,0.022,0.023,0.023,0.024,0.024,0.024,0.024,0.025,0.026,0.027,0.027,0.027,0.027,0.028,0.03,0.032,0.033,0.034,0.036,0.036,0.035,0.036
Burkina Faso,Implied PPP conversion rate,National currency per current international dollar,197.215,200.51,203.469,202.493,197.378,198.533,191.314,190.923,204.489,208.075,213.374,223.116,238.979,231.079,231.326,225.416,215.197,208.757,204.967,204.629,215.79,204.831,203.099,199.519
